"Story","Title","Result","Date","Stability","Duration (s)"
"Se intenta relizar una regresion de los servicios exitosos de registro, login y compra de un producto","comprar productos","ERROR","2023-11-09T12:50:41.3836177-05:00[America/Bogota]","0.0","1.9"
